		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010111011  223  252  260  250  259  225  229  239  6.934900 0.543672 SUCCESS  66
010111111  243  287  240  253  262  245  247  252  9.853966 0.275426 SUCCESS  67
011000111  235  218  258  228  254  259  265  264 10.031907 0.262794 SUCCESS  68
011001111  253  240  264  249  249  276  219  246  9.274602 0.319663 SUCCESS  69
011010111  212  231  263  214  247  241  230  267 13.594947 0.092953 SUCCESS  70
011011111  271  228  230  245  244  218  228  274 12.784683 0.119476 SUCCESS  71
011101111  252  234  246  219  247  227  244  247  4.698997 0.789210 SUCCESS  72
011111111  259  246  258  226  280  253  258  262 11.115435 0.195244 SUCCESS  73
100000000  283  281  251  237  212  237  237  218 20.272999 0.009351 FAILURE  74
100010000  279  245  238  243  265  256  259  274 12.482821 0.130927 SUCCESS  75
100100000  274  253  241  237  241  230  249  250  5.505024 0.702483 SUCCESS  76
100101000  243  246  224  216  254  249  261  235  7.160503 0.519419 SUCCESS  77
100110000  251  247  230  238  241  263  250  258  3.752101 0.878769 SUCCESS  78
100111000  248  241  227  244  221  235  240  242  4.057142 0.851931 SUCCESS  79
101000000  252  242  243  230  221  256  254  206 10.566786 0.227474 SUCCESS  80
101000100  234  248  237  232  262  248  275  259  7.729276 0.460352 SUCCESS  81
101001000  262  250  279  276  251  283  237  261 18.981874 0.014957 SUCCESS  82
101001100  234  242  250  259  252  246  208  268  9.758641 0.282376 SUCCESS  83
101010000  230  272  226  228  240  234  264  229  9.779825 0.280821 SUCCESS  84
101010100  239  248  233  262  260  258  230  247  4.816565 0.776990 SUCCESS  85
101011000  260  236  229  243  251  263  268  238  6.605499 0.579731 SUCCESS  86
101011100  211  232  247  250  242  250  258  264  8.107399 0.423050 SUCCESS  87
101100000  240  247  221  262  241  237  248  254  4.459626 0.813459 SUCCESS  88
101100100  256  225  236  238  239  238  210  270 10.626100 0.223798 SUCCESS  89
101101000  255  250  263  230  260  245  258  254  5.301664 0.724901 SUCCESS  90
101101100  207  233  239  250  240  256  208  236 13.099256 0.108480 SUCCESS  91
101110000  223  247  267  254  240  222  247  239  6.848049 0.553112 SUCCESS  92
101110100  231  228  252  252  230  251  267  227  6.861818 0.551612 SUCCESS  93
101111000  236  253  226  258  243  258  245  220  6.110868 0.634814 SUCCESS  94
101111100  244  228  262  260  220  250  240  259  7.144616 0.521113 SUCCESS  95
110000000  246  248  215  250  225  243  229  225  7.892388 0.444052 SUCCESS  96
110000010  227  258  239  264  258  242  252  250  5.086653 0.748276 SUCCESS  97
110000100  234  242  256  226  221  214  243  240  8.630628 0.374407 SUCCESS  98
110001000  305  266  238  265  248  250  254  248 20.419164 0.008861 FAILURE  99
110001010  264  258  205  233  233  272  264  228 16.090346 0.041105 SUCCESS 100
110010000  239  254  261  209  208  214  240  272 19.695753 0.011550 SUCCESS 101
110010010  261  253  264  251  235  244  248  250  3.976645 0.859224 SUCCESS 102
110010100  232  249  237  207  250  251  242  256  7.740927 0.459178 SUCCESS 103
110011000  249  247  248  217  261  256  245  260  6.191365 0.625806 SUCCESS 104
110011010  236  252  237  247  262  255  236  225  4.476572 0.811772 SUCCESS 105
110100000  258  250  258  220  222  248  244  222  8.454806 0.390349 SUCCESS 106
110100010  217  246  236  236  273  228  270  248 11.225589 0.189242 SUCCESS 107
110100100  263  219  289  279  256  250  233  241 19.177820 0.013937 SUCCESS 108
110101000  245  269  239  238  251  245  272  221  8.656048 0.372137 SUCCESS 109
110101010  220  258  237  255  268  255  240  253  7.319378 0.502599 SUCCESS 110
110101100  231  205  236  254  224  236  250  256 10.647283 0.222496 SUCCESS 111
110110000  233  272  240  269  243  233  246  221  9.320146 0.316013 SUCCESS 112
110110010  232  225  240  208  251  246  237  249  8.304404 0.404314 SUCCESS 113
110110100  294  258  264  239  248  261  246  262 15.777891 0.045672 SUCCESS 114
110111000  240  275  258  255  248  228  232  232  7.838370 0.449416 SUCCESS 115
110111010  214  220  254  231  236  237  247  240  8.055500 0.428068 SUCCESS 116
110111100  244  247  253  221  265  238  254  247  5.087712 0.748162 SUCCESS 117
111000000  260  237  229  245  253  224  215  240  7.970766 0.436331 SUCCESS 118
111000010  217  223  246  255  223  243  263  230  9.774529 0.281209 SUCCESS 119
111000100  261  292  225  241  242  258  263  257 15.554407 0.049221 SUCCESS 120
111000110  243  239  228  226  244  234  227  273  7.819305 0.451317 SUCCESS 121
111001000  258  233  249  225  216  218  273  252 13.028292 0.110880 SUCCESS 122
111001010  220  265  254  247  246  229  247  243  5.784644 0.671340 SUCCESS 123
111001100  251  226  246  241  241  255  236  226  3.862255 0.869332 SUCCESS 124
111010000  231  223  258  221  229  257  255  233  8.398670 0.395527 SUCCESS 125
111010010  256  224  259  250  237  261  211  239  9.578583 0.295858 SUCCESS 126
111010100  249  249  229  264  257  259  256  244  5.081357 0.748846 SUCCESS 127
111010110  247  196  256  239  247  246  258  279 16.574385 0.034859 SUCCESS 128
111011000  261  242  240  272  250  239  259  217  8.901775 0.350650 SUCCESS 129
111011010  265  256  245  239  242  244  252  240  2.912182 0.939747 SUCCESS 130
111011100  239  254  260  243  258  238  240  247  2.679165 0.952852 SUCCESS 131
111100000  253  261  222  227  243  246  232  237  5.714739 0.679150 SUCCESS 132
111100010  274  273  203  246  238  285  250  239 21.988851 0.004937 FAILURE 133
111100100  266  225  259  233  205  219  278  243 19.065548 0.014513 SUCCESS 134
111100110  256  235  251  251  251  232  253  250  2.653745 0.954176 SUCCESS 135
111101000  226  240  239  232  232  222  236  234  5.608822 0.690956 SUCCESS 136
111101010  252  245  222  260  258  268  260  249  7.806595 0.452587 SUCCESS 137
111101100  269  246  226  253  242  261  250  240  5.805828 0.668972 SUCCESS 138
111101110  230  231  252  252  248  235  244  224  4.232964 0.835517 SUCCESS 139
111110000  237  249  218  251  255  208  233  262 11.315618 0.184449 SUCCESS 140
111110010  249  234  276  243  229  210  235  237 11.315618 0.184449 SUCCESS 141
111110100  249  242  240  237  258  246  218  269  6.750605 0.563764 SUCCESS 142
111110110  263  245  243  251  224  238  220  241  6.100276 0.636000 SUCCESS 143
111111000  254  260  252  243  268  216  239  271 10.686472 0.220105 SUCCESS 144
111111010  241  241  240  244  279  252  250  289 14.248453 0.075515 SUCCESS 145
111111100  243  220  277  237  270  232  262  273 15.610543 0.048306 SUCCESS 146
111111110  259  246  258  226  280  253  258  262 11.115435 0.195244 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  248  250  230  271  260  237  249  231  6.228436 0.621661 SUCCESS   0
000000011  217  247  249  257  254  229  255  231  6.568428 0.583828 SUCCESS   1
000000101  239  241  219  248  255  272  256  262  8.634864 0.374028 SUCCESS   2
000000111  252  227  225  243  246  219  248  260  6.880883 0.549537 SUCCESS   3
000001001  256  249  233  256  254  239  247  265  4.225549 0.836222 SUCCESS   4
000001011  250  235  236  244  258  248  220  232  4.746660 0.784278 SUCCESS   5
000001101  253  249  259  238  226  239  258  234  4.283804 0.830653 SUCCESS   6
000001111  261  228  221  248  221  229  252  266 10.162184 0.253827 SUCCESS   7
000010001  244  254  243  250  231  228  240  221  4.733950 0.785597 SUCCESS   8
000010011  256  264  231  252  236  239  243  253  3.993592 0.857701 SUCCESS   9
000010101  264  217  235  239  279  242  244  224 12.142828 0.144944 SUCCESS  10
000010111  252  240  226  242  260  259  228  242  4.871642 0.771203 SUCCESS  11
000011001  269  251  241  231  250  245  253  243  4.081503 0.849696 SUCCESS  12
000011011  253  253  269  227  202  218  236  237 15.435780 0.051206 SUCCESS  13
000011101  241  217  268  245  236  240  245  251  6.132051 0.632443 SUCCESS  14
000011111  241  254  226  236  238  225  253  241  4.209662 0.837729 SUCCESS  15
000100011  247  249  240  255  229  219  264  234  6.460393 0.595804 SUCCESS  16
000100101  238  267  274  252  279  229  252  256 13.402178 0.098741 SUCCESS  17
000100111  238  259  231  251  257  240  234  265  5.081357 0.748846 SUCCESS  18
000101001  251  238  250  240  254  280  253  240  6.849108 0.552997 SUCCESS  19
000101011  243  231  230  256  265  231  244  225  6.303636 0.613261 SUCCESS  20
000101101  219  262  248  247  252  251  226  241  6.022957 0.644660 SUCCESS  21
000101111  260  271  224  268  268  235  241  229 12.036911 0.149565 SUCCESS  22
000110011  247  228  225  222  256  266  262  261  9.945055 0.268904 SUCCESS  23
000110101  267  253  225  256  237  245  213  242  9.039467 0.338978 SUCCESS  24
000110111  264  234  265  230  236  223  251  223  9.060650 0.337205 SUCCESS  25
000111001  234  239  260  262  222  245  265  266  8.917662 0.349289 SUCCESS  26
000111011  239  206  261  264  254  226  243  226 12.351484 0.136197 SUCCESS  27
000111101  226  211  234  241  241  221  226  259 11.152506 0.193207 SUCCESS  28
000111111  244  232  216  235  248  235  248  229  5.776171 0.672288 SUCCESS  29
001000011  261  244  251  223  225  261  248  273  9.649547 0.290489 SUCCESS  30
001000101  211  240  230  226  268  237  236  231 10.597502 0.225564 SUCCESS  31
001000111  228  239  237  258  235  225  268  225  8.110576 0.422744 SUCCESS  32
001001011  238  259  237  248  267  252  233  221  6.644688 0.575407 SUCCESS  33
001001101  247  259  224  223  235  210  243  256 10.468284 0.233683 SUCCESS  34
001001111  201  252  229  253  249  236  239  280 15.389177 0.052006 SUCCESS  35
001010011  255  235  253  241  224  246  255  231  4.190597 0.839531 SUCCESS  36
001010101  256  261  225  242  238  230  237  237  4.807033 0.777988 SUCCESS  37
001010111  261  240  244  261  239  259  257  243  4.241437 0.834710 SUCCESS  38
001011011  214  240  262  225  246  250  237  229  8.165653 0.417458 SUCCESS  39
001011101  267  199  236  235  260  288  236  223 22.870078 0.003535 FAILURE  40
001011111  240  255  212  244  266  237  259  240  8.197428 0.414426 SUCCESS  41
001100101  270  246  238  242  224  264  245  239  6.533476 0.587697 SUCCESS  42
001100111  248  250  236  228  251  271  225  275 10.439686 0.235511 SUCCESS  43
001101011  270  256  259  228  244  247  233  231  6.762256 0.562487 SUCCESS  44
001101101  267  254  245  226  213  230  238  241  9.175040 0.327746 SUCCESS  45
001101111  248  245  245  252  234  247  244  242  0.821385 0.999145 SUCCESS  46
001110101  241  270  247  253  273  229  259  261  9.892097 0.272681 SUCCESS  47
001110111  241  261  251  240  264  238  200  219 14.275992 0.074849 SUCCESS  48
001111011  228  219  236  241  246  247  235  253  4.833512 0.775213 SUCCESS  49
001111101  242  267  258  236  226  229  240  229  6.733659 0.565623 SUCCESS  50
001111111  244  231  233  249  237  234  258  233  3.344322 0.910930 SUCCESS  51
010000011  259  244  274  248  211  215  246  257 13.742171 0.088738 SUCCESS  52
010000111  242  248  285  220  234  257  230  259 12.546371 0.128440 SUCCESS  53
010001011  213  238  252  243  248  239  251  226  6.298341 0.613852 SUCCESS  54
010001111  230  237  232  247  245  237  238  213  6.199838 0.624858 SUCCESS  55
010010011  233  240  219  225  243  248  243  231  5.624710 0.689187 SUCCESS  56
010010111  242  248  241  258  259  253  241  251  2.452503 0.963909 SUCCESS  57
010011011  248  228  238  223  204  218  239  231 13.768650 0.087998 SUCCESS  58
010011111  237  262  224  244  236  237  245  251  3.983000 0.858654 SUCCESS  59
010100011  227  234  250  212  228  262  229  232 10.242681 0.248404 SUCCESS  60
010100111  255  250  228  238  240  225  254  262  5.296368 0.725481 SUCCESS  61
010101011  264  271  235  235  224  228  224  241 10.013901 0.264052 SUCCESS  62
010101111  246  256  275  250  237  247  241  248  5.152321 0.741179 SUCCESS  63
010110011  247  263  217  252  264  247  236  265  8.758787 0.363051 SUCCESS  64
010110111  225  265  275  242  255  248  248  233  8.606267 0.376591 SUCCESS  65
010111011  267  212  222  260  253  234  234  247 10.968211 0.203507 SUCCESS  66
010111111  258  264  240  240  258  234  244  246  3.898267 0.866184 SUCCESS  67
011000111  231  212  253  261  247  229  259  246  8.598853 0.377257 SUCCESS  68
011001111  266  242  230  258  252  274  237  267 10.183368 0.252391 SUCCESS  69
011010111  257  244  258  238  229  232  229  226  5.630006 0.688598 SUCCESS  70
011011111  241  246  248  255  242  258  232  249  2.179237 0.975018 SUCCESS  71
011101111  245  243  219  240  253  220  247  239  5.700970 0.680687 SUCCESS  72
011111111  240  240  219  250  260  237  235  244  4.600495 0.799297 SUCCESS  73
100000000  248  250  230  271  260  237  249  231  6.228436 0.621661 SUCCESS  74
100010000  240  234  276  266  252  237  269  285 17.016058 0.029942 SUCCESS  75
100100000  254  236  249  217  231  257  231  241  6.114045 0.634459 SUCCESS  76
100101000  235  230  278  267  259  274  252  236 13.537752 0.094638 SUCCESS  77
100110000  251  241  221  264  256  242  231  260  6.594908 0.580901 SUCCESS  78
100111000  235  266  222  233  263  207  259  228 14.366021 0.072710 SUCCESS  79
101000000  253  225  246  231  269  260  246  234  6.766493 0.562023 SUCCESS  80
101000100  227  251  221  257  212  237  259  265 11.781652 0.161215 SUCCESS  81
101001000  256  242  269  217  248  265  234  252  8.962147 0.345499 SUCCESS  82
101001100  219  245  249  271  245  255  241  229  7.353272 0.499041 SUCCESS  83
101010000  275  240  249  231  264  241  236  248  6.999510 0.536686 SUCCESS  84
101010100  255  246  235  260  264  234  264  245  5.721094 0.678441 SUCCESS  85
101011000  238  219  224  256  280  236  252  231 11.871681 0.157022 SUCCESS  86
101011100  235  233  225  248  245  267  242  216  8.080920 0.425606 SUCCESS  87
101100000  262  237  243  234  245  225  257  228  5.365214 0.717923 SUCCESS  88
101100100  248  217  240  243  218  217  264  220 13.406415 0.098610 SUCCESS  89
101101000  220  267  240  247  232  243  245  246  5.436178 0.710100 SUCCESS  90
101101100  257  227  238  235  228  251  238  211  8.566019 0.380217 SUCCESS  91
101110000  231  249  203  233  237  234  235  212 13.894691 0.084552 SUCCESS  92
101110100  259  233  284  228  241  265  230  217 15.149805 0.056297 SUCCESS  93
101111000  253  278  270  277  259  252  256  253 14.742025 0.064360 SUCCESS  94
101111100  278  267  231  233  243  211  228  222 16.162369 0.040114 SUCCESS  95
110000000  234  256  237  268  270  228  266  254 10.040380 0.262203 SUCCESS  96
110000010  250  238  253  244  245  213  226  235  6.491109 0.592394 SUCCESS  97
110000100  250  273  240  225  241  221  218  228 11.600534 0.169937 SUCCESS  98
110001000  243  243  273  254  274  243  266  275 13.808899 0.086884 SUCCESS  99
110001010  254  250  244  254  201  217  252  227 13.474202 0.096542 SUCCESS 100
110010000  247  257  233  241  231  255  251  211  7.382928 0.495936 SUCCESS 101
110010010  248  237  249  230  229  274  226  211 12.015728 0.150504 SUCCESS 102
110010100  244  230  264  256  258  246  235  255  4.800677 0.778652 SUCCESS 103
110011000  260  213  234  232  266  254  251  288 17.025591 0.029844 SUCCESS 104
110011010  256  231  273  222  215  222  276  245 16.909082 0.031070 SUCCESS 105
110100000  257  235  254  228  261  233  257  248  5.066529 0.750442 SUCCESS 106
110100010  223  252  232  244  227  254  239  244  4.543300 0.805086 SUCCESS 107
110100100  239  252  272  210  232  277  232  237 14.639286 0.066551 SUCCESS 108
110101000  252  227  247  248  244  253  223  244  3.828362 0.872268 SUCCESS 109
110101010  263  256  245  253  250  232  251  249  3.513789 0.898117 SUCCESS 110
110101100  242  231  211  245  254  244  245  228  6.919013 0.545395 SUCCESS 111
110110000  263  257  247  247  212  214  258  228 12.416093 0.133582 SUCCESS 112
110110010  232  228  265  237  238  249  242  236  4.344176 0.824813 SUCCESS 113
110110100  238  240  261  233  224  231  255  244  4.908713 0.767287 SUCCESS 114
110111000  256  254  202  230  236  238  242  225 11.381286 0.181017 SUCCESS 115
110111010  219  240  277  213  226  243  221  208 20.621465 0.008224 FAILURE 116
110111100  231  259  272  259  246  247  236  256  6.823688 0.555770 SUCCESS 117
111000000  243  254  221  284  246  243  269  249 12.162952 0.144080 SUCCESS 118
111000010  256  261  229  241  255  220  231  230  7.356449 0.498708 SUCCESS 119
111000100  241  259  245  252  267  239  267  251  5.990123 0.648338 SUCCESS 120
111000110  240  250  223  271  237  265  244  259  8.167772 0.417256 SUCCESS 121
111001000  241  255  239  245  238  263  219  231  5.729568 0.677495 SUCCESS 122
111001010  246  230  237  246  241  250  256  245  1.878434 0.984515 SUCCESS 123
111001100  235  241  239  236  251  225  246  286  9.978948 0.266507 SUCCESS 124
111010000  268  235  245  212  256  247  217  250 11.039175 0.199489 SUCCESS 125
111010010  243  254  252  254  233  282  218  250 10.734135 0.217223 SUCCESS 126
111010100  245  239  227  250  244  244  219  272  7.469780 0.486895 SUCCESS 127
111010110  235  230  227  236  259  248  256  230  5.163972 0.739915 SUCCESS 128
111011000  231  228  262  270  236  236  273  248 10.177013 0.252821 SUCCESS 129
111011010  243  237  236  241  241  237  252  232  1.683547 0.989225 SUCCESS 130
111011100  238  236  219  220  245  243  253  247  5.956229 0.652135 SUCCESS 131
111100000  252  239  239  268  239  239  264  270  7.632892 0.470126 SUCCESS 132
111100010  261  252  241  256  244  258  275  248  7.025989 0.533831 SUCCESS 133
111100100  242  271  250  221  242  249  213  241  9.756523 0.282532 SUCCESS 134
111100110  252  258  244  257  238  230  242  270  5.640597 0.687418 SUCCESS 135
111101000  256  247  221  233  254  215  215  242 11.042353 0.199311 SUCCESS 136
111101010  230  258  244  264  250  262  235  255  5.688260 0.682105 SUCCESS 137
111101100  235  234  274  250  247  231  247  251  5.714739 0.679150 SUCCESS 138
111101110  229  247  230  190  231  250  284  252 22.136075 0.004670 FAILURE 139
111110000  244  250  220  240  237  236  231  238  4.067733 0.850961 SUCCESS 140
111110010  271  274  235  243  256  230  242  238  8.820219 0.357688 SUCCESS 141
111110100  253  263  232  252  243  248  223  223  6.579020 0.582657 SUCCESS 142
111110110  212  223  276  240  216  229  244  215 18.553970 0.017436 SUCCESS 143
111111000  225  254  233  249  257  241  256  244  3.928982 0.863473 SUCCESS 144
111111010  268  273  233  251  235  250  227  247  8.448451 0.390933 SUCCESS 145
111111100  260  243  238  241  256  235  258  259  3.976645 0.859224 SUCCESS 146
111111110  240  240  219  250  260  237  235  244  4.600495 0.799297 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  227  236  229  229  242  257  265  238  6.187128 0.626280 SUCCESS   0
000000011  238  250  239  237  231  254  258  245  2.593372 0.957235 SUCCESS   1
000000101  254  247  242  246  233  278  263  252  7.640306 0.469371 SUCCESS   2
000000111  241  247  235  232  198  246  263  221 13.855502 0.085610 SUCCESS   3
000001001  244  216  266  254  267  246  248  250  8.233440 0.411006 SUCCESS   4
000001011  254  242  234  264  221  271  241  224  9.623068 0.292484 SUCCESS   5
000001101  238  240  238  242  255  249  258  258  2.642094 0.954775 SUCCESS   6
000001111  216  273  219  237  205  237  252  244 16.736438 0.032974 SUCCESS   7
000010001  254  252  258  242  232  241  237  243  2.395308 0.966434 SUCCESS   8
000010011  276  233  275  248  279  241  243  239 14.242098 0.075669 SUCCESS   9
000010101  259  232  230  242  253  278  249  259  8.658166 0.371948 SUCCESS  10
000010111  214  241  253  242  227  261  252  255  7.451774 0.488763 SUCCESS  11
000011001  240  224  270  257  218  244  234  252  8.915544 0.349471 SUCCESS  12
000011011  256  250  227  252  246  253  257  271  6.359772 0.607000 SUCCESS  13
000011101  241  263  196  255  248  245  251  256 12.728548 0.121537 SUCCESS  14
000011111  248  257  245  249  254  226  234  213  7.213461 0.513787 SUCCESS  15
000100011  261  241  273  267  247  250  239  234  7.723980 0.460886 SUCCESS  16
000100101  217  217  217  256  266  222  248  244 14.113939 0.078844 SUCCESS  17
000100111  257  214  258  246  269  241  237  205 14.740966 0.064382 SUCCESS  18
000101001  239  232  254  214  223  230  275  243 11.772119 0.161665 SUCCESS  19
000101011  254  238  214  237  247  249  254  279 10.333769 0.242377 SUCCESS  20
000101101  241  221  240  239  225  253  210  220 11.773178 0.161615 SUCCESS  21
000101111  227  226  256  253  249  235  272  233  7.835193 0.449733 SUCCESS  22
000110011  238  255  265  249  254  239  254  237  3.759516 0.878143 SUCCESS  23
000110101  236  261  221  224  221  227  252  262 10.592206 0.225893 SUCCESS  24
000110111  229  244  232  242  240  266  254  227  5.366273 0.717806 SUCCESS  25
000111001  250  249  244  255  228  264  224  267  7.456011 0.488324 SUCCESS  26
000111011  251  290  212  250  240  253  238  251 14.399914 0.071919 SUCCESS  27
000111101  254  251  247  243  227  241  249  260  3.106009 0.927530 SUCCESS  28
000111111  251  241  241  262  232  246  266  222  6.375660 0.605230 SUCCESS  29
001000011  235  220  224  235  241  237  236  267  7.640306 0.469371 SUCCESS  30
001000101  243  254  233  235  238  223  243  253  3.684315 0.884424 SUCCESS  31
001000111  255  240  261  238  240  254  254  270  5.673432 0.683759 SUCCESS  32
001001011  223  221  221  259  237  244  267  237 10.006487 0.264571 SUCCESS  33
001001101  244  217  251  257  240  237  249  233  4.932014 0.764817 SUCCESS  34
001001111  262  213  259  226  226  228  226  223 13.563172 0.093886 SUCCESS  35
001010011  238  233  258  211  234  214  259  239 11.475552 0.176182 SUCCESS  36
001010101  237  238  242  253  269  248  232  248  4.098449 0.848134 SUCCESS  37
001010111  248  250  228  222  266  226  254  242  7.236763 0.511317 SUCCESS  38
001011011  243  223  220  262  226  235  237  229  8.644397 0.373176 SUCCESS  39
001011101  241  251  251  239  263  268  237  241  4.733950 0.785597 SUCCESS  40
001011111  218  238  259  236  229  246  269  244  7.873323 0.445941 SUCCESS  41
001100101  247  238  252  238  281  244  265  250  8.369013 0.398279 SUCCESS  42
001100111  229  234  261  223  240  267  249  242  6.909480 0.546430 SUCCESS  43
001101011  246  257  230  243  240  219  257  245  5.019925 0.755444 SUCCESS  44
001101101  226  256  241  239  235  237  237  255  3.425878 0.904866 SUCCESS  45
001101111  240  247  223  232  240  239  248  247  2.902649 0.940317 SUCCESS  46
001110101  240  246  246  238  290  249  230  257 10.825223 0.211800 SUCCESS  47
001110111  245  266  244  243  247  223  253  264  5.968939 0.650711 SUCCESS  48
001111011  275  250  267  239  235  224  229  235  9.903747 0.271847 SUCCESS  49
001111101  273  250  237  215  250  266  228  242 10.781797 0.214372 SUCCESS  50
001111111  247  225  224  248  249  232  255  251  4.789027 0.779869 SUCCESS  51
010000011  259  268  248  265  239  228  214  257 11.022228 0.200443 SUCCESS  52
010000111  254  247  234  220  262  244  225  250  6.397902 0.602753 SUCCESS  53
010001011  257  245  237  253  246  241  233  197 11.243594 0.188275 SUCCESS  54
010001111  252  252  240  240  228  241  273  233  5.869378 0.661861 SUCCESS  55
010010011  257  220  254  256  236  241  235  258  5.668136 0.684349 SUCCESS  56
010010111  235  263  274  245  231  239  247  226  7.914630 0.441853 SUCCESS  57
010011011  243  247  252  235  225  239  238  242  2.494869 0.961970 SUCCESS  58
010011111  262  247  262  216  243  257  199  233 15.952654 0.043063 SUCCESS  59
010100011  237  264  216  230  260  243  276  231 12.192609 0.142815 SUCCESS  60
010100111  250  239  294  243  247  222  254  225 14.873362 0.061655 SUCCESS  61
010101011  237  226  251  241  269  236  246  250  4.910831 0.767063 SUCCESS  62
010101111  253  234  218  254  243  242  282  249 10.275515 0.246218 SUCCESS  63
010110011  259  208  241  223  240  266  209  260 16.792574 0.032343 SUCCESS  64
010110111  211  224  223  243  247  234  259  276 13.972010 0.082498 SUCCESS  65
010111011  226  242  242  231  266  256  256  223  7.272775 0.507509 SUCCESS  66
010111111  253  223  241  266  240  228  276  260 10.838992 0.210990 SUCCESS  67
011000111  243  244  259  226  247  284  228  249 10.308349 0.244047 SUCCESS  68
011001111  252  202  241  221  231  275  252  241 15.160397 0.056101 SUCCESS  69
011010111  264  242  227  260  238  232  256  243  5.387456 0.715474 SUCCESS  70
011011111  231  240  219  234  247  241  218  230  7.723980 0.460886 SUCCESS  71
011101111  234  260  264  236  257  222  231  268  9.376282 0.311554 SUCCESS  72
011111111  253  243  248  237  251  235  239  259  2.219486 0.973533 SUCCESS  73
100000000  227  236  229  229  242  257  265  238  6.187128 0.626280 SUCCESS  74
100010000  238  249  264  238  253  234  225  278  9.271424 0.319919 SUCCESS  75
100100000  245  233  255  261  237  230  218  246  6.201956 0.624621 SUCCESS  76
100101000  242  254  237  227  257  261  288  251 12.154479 0.144443 SUCCESS  77
100110000  249  222  245  241  250  249  260  249  3.634534 0.888501 SUCCESS  78
100111000  248  236  271  258  253  239  228  233  6.289867 0.614798 SUCCESS  79
101000000  270  257  238  238  228  266  253  217 10.436509 0.235715 SUCCESS  80
101000100  250  229  248  245  242  254  228  262  4.069852 0.850767 SUCCESS  81
101001000  234  239  236  235  237  250  233  256  2.661159 0.953792 SUCCESS  82
101001100  247  239  218  243  257  236  248  270  6.925368 0.544706 SUCCESS  83
101010000  243  262  260  261  236  239  222  212 10.470402 0.233549 SUCCESS  84
101010100  243  263  236  264  243  245  234  235  4.263679 0.832584 SUCCESS  85
101011000  218  231  215  240  262  263  243  243 10.161125 0.253899 SUCCESS  86
101011100  260  224  217  242  265  244  256  236  8.643338 0.373271 SUCCESS  87
101100000  242  240  209  261  224  250  259  243  9.329678 0.315252 SUCCESS  88
101100100  258  236  253  257  245  227  258  260  5.260356 0.729421 SUCCESS  89
101101000  266  263  217  229  251  235  222  244 10.250095 0.247909 SUCCESS  90
101101100  271  228  229  247  253  251  233  239  6.335411 0.609716 SUCCESS  91
101110000  247  248  222  241  233  284  258  243 10.295639 0.244886 SUCCESS  92
101110100  274  252  246  236  239  234  243  241  4.930955 0.764930 SUCCESS  93
101111000  232  236  238  259  237  244  240  236  2.565834 0.958590 SUCCESS  94
101111100  209  249  273  225  247  260  242  235 11.884391 0.156437 SUCCESS  95
110000000  234  238  236  242  228  255  262  255  4.349472 0.824297 SUCCESS  96
110000010  264  233  236  269  234  252  262  231  7.879678 0.445311 SUCCESS  97
110000100  242  253  238  268  266  245  229  246  5.941401 0.653796 SUCCESS  98
110001000  220  250  268  251  254  257  242  251  6.562073 0.584531 SUCCESS  99
110001010  231  256  242  233  246  243  231  215  6.214666 0.623200 SUCCESS 100
110010000  261  215  255  243  222  237  246  258  8.426208 0.392981 SUCCESS 101
110010010  214  247  249  262  231  242  245  247  6.121460 0.633629 SUCCESS 102
110010100  257  259  247  230  269  259  251  251  6.479458 0.593687 SUCCESS 103
110011000  234  238  241  254  242  248  267  241  3.388807 0.907646 SUCCESS 104
110011010  279  254  259  246  259  226  240  244  8.919781 0.349108 SUCCESS 105
110100000  261  252  234  229  232  242  244  242  3.533913 0.896542 SUCCESS 106
110100010  261  204  245  239  235  232  217  213 16.339250 0.037774 SUCCESS 107
110100100  239  233  251  241  230  249  244  255  2.324343 0.969419 SUCCESS 108
110101000  227  258  252  244  242  247  242  247  2.429201 0.964951 SUCCESS 109
110101010  243  251  245  252  243  233  248  237  1.280004 0.995787 SUCCESS 110
110101100  223  210  245  228  237  237  209  263 15.095787 0.057309 SUCCESS 111
110110000  269  249  250  282  257  218  228  245 13.644728 0.091508 SUCCESS 112
